197,11000101,C5
176,10110000,B0
469,111010101,1D5
35,100011,23
332,101001100,14C
487,111100111,1E7
287,100011111,11F
129,10000001,81
373,101110101,175
214,11010110,D6
283,100011011,11B
144,10010000,90
38,100110,26
350,101011110,15E
482,111100010,1E2
160,10100000,A0
418,110100010,1A2
372,101110100,174
37,100101,25
267,100001011,10B
108,1101100,6C
62,111110,3E
369,101110001,171
140,10001100,8C
31,11111,1F
22,10110,16
390,110000110,186
437,110110101,1B5
343,101010111,157
180,10110100,B4
182,10110110,B6
484,111100100,1E4
350,101011110,15E
181,10110101,B5
50,110010,32
480,111100000,1E0
156,10011100,9C
4,100,4
201,11001001,C9
354,101100010,162
136,10001000,88
101,1100101,65
58,111010,3A
234,11101010,EA
68,1000100,44
250,11111010,FA
290,100100010,122
328,101001000,148
233,11101001,E9
327,101000111,147
36,100100,24
300,100101100,12C
314,100111010,13A
319,100111111,13F
141,10001101,8D
377,101111001,179
106,1101010,6A
102,1100110,66
23,10111,17
391,110000111,187
421,110100101,1A5
296,100101000,128
193,11000001,C1
419,110100011,1A3
45,101101,2D
191,10111111,BF
4,100,4
354,101100010,162
37,100101,25
58,111010,3A
48,110000,30
37,100101,25
383,101111111,17F
486,111100110,1E6
119,1110111,77
258,100000010,102
359,101100111,167
347,101011011,15B
112,1110000,70
64,1000000,40
366,101101110,16E
207,11001111,CF
377,101111001,179
130,10000010,82
12,1100,C
160,10100000,A0
156,10011100,9C
438,110110110,1B6
254,11111110,FE
421,110100101,1A5
368,101110000,170
210,11010010,D2
103,1100111,67
460,111001100,1CC
232,11101000,E8
108,1101100,6C
471,111010111,1D7
177,10110001,B1
312,100111000,138
403,110010011,193
227,11100011,E3
157,10011101,9D
211,11010011,D3
267,100001011,10B
314,100111010,13A
312,100111000,138
48,110000,30
492,111101100,1EC
434,110110010,1B2
441,110111001,1B9
363,101101011,16B
33,100001,21
47,101111,2F
11,1011,B
481,111100001,1E1
103,1100111,67
106,1101010,6A
242,11110010,F2
223,11011111,DF
6,110,6
379,101111011,17B
205,11001101,CD
315,100111011,13B
35,100011,23
6,110,6
396,110001100,18C
348,101011100,15C
192,11000000,C0
304,100110000,130
344,101011000,158
52,110100,34
438,110110110,1B6
10,1010,A
0,0,0
472,111011000,1D8
302,100101110,12E
109,1101101,6D
238,11101110,EE
477,111011101,1DD
445,110111101,1BD
371,101110011,173
462,111001110,1CE
499,111110011,1F3
81,1010001,51
322,101000010,142
340,101010100,154
385,110000001,181
376,101111000,178
18,10010,12
135,10000111,87
359,101100111,167
122,1111010,7A
422,110100110,1A6
433,110110001,1B1
474,111011010,1DA
336,101010000,150
39,100111,27
76,1001100,4C
479,111011111,1DF
491,111101011,1EB
90,1011010,5A
424,110101000,1A8
235,11101011,EB
72,1001000,48
229,11100101,E5
41,101001,29
14,1110,E
451,111000011,1C3
315,100111011,13B
346,101011010,15A
385,110000001,181
30,11110,1E
176,10110000,B0
150,10010110,96
54,110110,36
90,1011010,5A
458,111001010,1CA
343,101010111,157
194,11000010,C2
325,101000101,145
3,11,3
144,10010000,90
177,10110001,B1
274,100010010,112
72,1001000,48
452,111000100,1C4
373,101110101,175
462,111001110,1CE
359,101100111,167
206,11001110,CE
357,101100101,165
149,10010101,95
180,10110100,B4
455,111000111,1C7
448,111000000,1C0
106,1101010,6A
354,101100010,162
41,101001,29
32,100000,20
469,111010101,1D5
149,10010101,95
410,110011010,19A
386,110000010,182
175,10101111,AF
294,100100110,126
197,11000101,C5
192,11000000,C0
433,110110001,1B1
110,1101110,6E
466,111010010,1D2
470,111010110,1D6
48,110000,30
500,111110100,1F4
397,110001101,18D
319,100111111,13F
22,10110,16
400,110010000,190
405,110010101,195
163,10100011,A3
27,11011,1B
211,11010011,D3
385,110000001,181
359,101100111,167
250,11111010,FA
386,110000010,182
473,111011001,1D9
331,101001011,14B
148,10010100,94
472,111011000,1D8
431,110101111,1AF
489,111101001,1E9
21,10101,15
32,100000,20
80,1010000,50
154,10011010,9A
355,101100011,163
134,10000110,86
83,1010011,53
345,101011001,159
100,1100100,64
479,111011111,1DF
250,11111010,FA
415,110011111,19F
168,10101000,A8
171,10101011,AB
360,101101000,168
163,10100011,A3
35,100011,23
202,11001010,CA
443,110111011,1BB
91,1011011,5B
6,110,6
404,110010100,194
415,110011111,19F
430,110101110,1AE
439,110110111,1B7
425,110101001,1A9
407,110010111,197
34,100010,22
471,111010111,1D7
466,111010010,1D2
24,11000,18
156,10011100,9C
107,1101011,6B
296,100101000,128
228,11100100,E4
230,11100110,E6
476,111011100,1DC
282,100011010,11A
198,11000110,C6
211,11010011,D3
467,111010011,1D3
58,111010,3A
192,11000000,C0
416,110100000,1A0
265,100001001,109
356,101100100,164
403,110010011,193
204,11001100,CC
276,100010100,114
267,100001011,10B
278,100010110,116
496,111110000,1F0
227,11100011,E3
235,11101011,EB
189,10111101,BD
176,10110000,B0
179,10110011,B3
388,110000100,184
38,100110,26
246,11110110,F6
451,111000011,1C3
315,100111011,13B
346,101011010,15A
147,10010011,93
456,111001000,1C8
10,1010,A
413,110011101,19D
189,10111101,BD
39,100111,27
488,111101000,1E8
436,110110100,1B4
106,1101010,6A
79,1001111,4F
369,101110001,171
405,110010101,195
351,101011111,15F
40,101000,28
346,101011010,15A
386,110000010,182
371,101110011,173
480,111100000,1E0
184,10111000,B8
417,110100001,1A1
175,10101111,AF
263,100000111,107
127,1111111,7F
42,101010,2A
247,11110111,F7
228,11100100,E4
237,11101101,ED
10,1010,A
61,111101,3D
106,1101010,6A
126,1111110,7E
500,111110100,1F4
164,10100100,A4
437,110110101,1B5
487,111100111,1E7
480,111100000,1E0
230,11100110,E6
164,10100100,A4
403,110010011,193
219,11011011,DB
148,10010100,94
451,111000011,1C3
474,111011010,1DA
137,10001001,89
274,100010010,112
174,10101110,AE
453,111000101,1C5
362,101101010,16A
249,11111001,F9
380,101111100,17C
392,110001000,188
208,11010000,D0
305,100110001,131
330,101001010,14A
201,11001001,C9
101,1100101,65
248,11111000,F8
498,111110010,1F2
211,11010011,D3
132,10000100,84
127,1111111,7F
